office_0_00000 0 1 2 0.0872015171098558 0.05919635421179795
office_0_00000 0 1 3 0.0872015171098558 0.09320123712739928
office_0_00000 0 1 4 0.0872015171098558 -0.15103853777796036
office_0_00001 0 1 2 0.0872015171098558 0.05919635421179795
office_0_00001 0 1 3 0.0872015171098558 0.09320123712739928
office_0_00001 0 1 4 0.0872015171098558 -0.15103853777796036
office_0_00002 0 1 2 0.0872015171098558 0.05919635421179795
office_0_00002 0 1 3 0.0872015171098558 0.09320123712739928
office_0_00002 0 1 4 0.0872015171098558 -0.15103853777796036
office_0_00003 0 1 2 0.0872015171098558 0.05919635421179795
office_0_00003 0 1 3 0.0872015171098558 0.09320123712739928
office_0_00003 0 1 4 0.0872015171098558 -0.15103853777796036
office_0_00004 0 1 2 0.0872015171098558 0.05919635421179795
office_0_00004 0 1 3 0.0872015171098558 0.09320123712739928
office_0_00004 0 1 4 0.0872015171098558 -0.15103853777796036
office_0_00005 0 1 2 0.0872015171098558 0.05919635421179795
office_0_00005 0 1 3 0.0872015171098558 0.09320123712739928
office_0_00005 0 1 4 0.0872015171098558 -0.15103853777796036
office_0_00010 0 1 2 0.08443360628413124 0.0732193150872841
office_0_00010 0 1 3 0.08443360628413124 0.10745083419187951
office_0_00010 0 1 4 0.08443360628413124 -0.1664444450967888
office_0_00011 0 1 2 0.08443360628413124 0.0732193150872841
office_0_00011 0 1 3 0.08443360628413124 0.10745083419187951
office_0_00011 0 1 4 0.08443360628413124 -0.1664444450967888
office_0_00012 0 1 2 0.08443360628413124 0.0732193150872841
office_0_00012 0 1 3 0.08443360628413124 0.10745083419187951
office_0_00012 0 1 4 0.08443360628413124 -0.1664444450967888
office_0_00013 0 1 2 0.08443360628413124 0.0732193150872841
office_0_00013 0 1 3 0.08443360628413124 0.10745083419187951
office_0_00013 0 1 4 0.08443360628413124 -0.1664444450967888
office_0_00014 0 1 2 0.08443360628413124 0.0732193150872841
office_0_00014 0 1 3 0.08443360628413124 0.10745083419187951
office_0_00014 0 1 4 0.08443360628413124 -0.1664444450967888
office_0_00015 0 1 2 0.08443360628413124 0.0732193150872841
