frl_apartment_2_00000 0 1 2 0.11369396560896598 0.04249571391828187
frl_apartment_2_00000 0 1 3 0.11369396560896598 0.17521673477016775
frl_apartment_2_00000 0 1 4 0.11369396560896598 -0.11378974418412487
frl_apartment_2_00001 0 1 2 0.11369396560896598 0.04249571391828187
frl_apartment_2_00001 0 1 3 0.11369396560896598 0.17521673477016775
frl_apartment_2_00001 0 1 4 0.11369396560896598 -0.11378974418412487
frl_apartment_2_00002 0 1 2 0.11369396560896598 0.04249571391828187
frl_apartment_2_00002 0 1 3 0.11369396560896598 0.17521673477016775
frl_apartment_2_00002 0 1 4 0.11369396560896598 -0.11378974418412487
frl_apartment_2_00003 0 1 2 0.11369396560896598 0.04249571391828187
frl_apartment_2_00003 0 1 3 0.11369396560896598 0.17521673477016775
frl_apartment_2_00003 0 1 4 0.11369396560896598 -0.11378974418412487
frl_apartment_2_00004 0 1 2 0.11369396560896598 0.04249571391828187
frl_apartment_2_00004 0 1 3 0.11369396560896598 0.17521673477016775
frl_apartment_2_00004 0 1 4 0.11369396560896598 -0.11378974418412487
frl_apartment_2_00005 0 1 2 0.11369396560896598 0.04249571391828187
frl_apartment_2_00005 0 1 3 0.11369396560896598 0.17521673477016775
frl_apartment_2_00005 0 1 4 0.11369396560896598 -0.11378974418412487
frl_apartment_2_00010 0 1 2 0.11395989757643636 0.0861416069223942
frl_apartment_2_00010 0 1 3 0.11395989757643636 0.16289491626422908
frl_apartment_2_00010 0 1 4 0.11395989757643636 -0.16016493548443356
frl_apartment_2_00011 0 1 2 0.11395989757643636 0.0861416069223942
frl_apartment_2_00011 0 1 3 0.11395989757643636 0.16289491626422908
frl_apartment_2_00011 0 1 4 0.11395989757643636 -0.16016493548443356
frl_apartment_2_00012 0 1 2 0.11395989757643636 0.0861416069223942
frl_apartment_2_00012 0 1 3 0.11395989757643636 0.16289491626422908
frl_apartment_2_00012 0 1 4 0.11395989757643636 -0.16016493548443356
frl_apartment_2_00013 0 1 2 0.11395989757643636 0.0861416069223942
frl_apartment_2_00013 0 1 3 0.11395989757643636 0.16289491626422908
frl_apartment_2_00013 0 1 4 0.11395989757643636 -0.16016493548443356
frl_apartment_2_00014 0 1 2 0.11395989757643636 0.0861416069223942
frl_apartment_2_00014 0 1 3 0.11395989757643636 0.16289491626422908
frl_apartment_2_00014 0 1 4 0.11395989757643636 -0.16016493548443356
frl_apartment_2_00015 0 1 2 0.11395989757643636 0.0861416069223942
frl_apartment_2_00015 0 1 3 0.11395989757643636 0.16289491626422908
frl_apartment_2_00015 0 1 4 0.11395989757643636 -0.16016493548443356
frl_apartment_2_00020 0 1 2 0.1028875027499779 0.08387290160865356
frl_apartment_2_00020 0 1 3 0.1028875027499779 0.1043485995911694
frl_apartment_2_00020 0 1 4 0.1028875027499779 -0.15215768591722395
frl_apartment_2_00021 0 1 2 0.1028875027499779 0.08387290160865356
