office_4_00000 0 1 2 0.0512707126662567 0.0230661159812595
office_4_00000 0 1 3 0.0512707126662567 0.10244650076981975
office_4_00000 0 1 4 0.0512707126662567 -0.08273443635189891
office_4_00001 0 1 2 0.0512707126662567 0.0230661159812595
office_4_00001 0 1 3 0.0512707126662567 0.10244650076981975
office_4_00001 0 1 4 0.0512707126662567 -0.08273443635189891
office_4_00002 0 1 2 0.0512707126662567 0.0230661159812595
office_4_00002 0 1 3 0.0512707126662567 0.10244650076981975
office_4_00002 0 1 4 0.0512707126662567 -0.08273443635189891
office_4_00003 0 1 2 0.0512707126662567 0.0230661159812595
office_4_00003 0 1 3 0.0512707126662567 0.10244650076981975
office_4_00003 0 1 4 0.0512707126662567 -0.08273443635189891
office_4_00004 0 1 2 0.0512707126662567 0.0230661159812595
office_4_00004 0 1 3 0.0512707126662567 0.10244650076981975
office_4_00004 0 1 4 0.0512707126662567 -0.08273443635189891
office_4_00005 0 1 2 0.0512707126662567 0.0230661159812595
office_4_00005 0 1 3 0.0512707126662567 0.10244650076981975
office_4_00005 0 1 4 0.0512707126662567 -0.08273443635189891
office_4_00010 0 1 2 0.11149779527084629 0.061954221323698794
office_4_00010 0 1 3 0.11149779527084629 0.17432725597930948
office_4_00010 0 1 4 0.11149779527084629 -0.14255598262607483
office_4_00011 0 1 2 0.11149779527084629 0.061954221323698794
office_4_00011 0 1 3 0.11149779527084629 0.17432725597930948
office_4_00011 0 1 4 0.11149779527084629 -0.14255598262607483
office_4_00012 0 1 2 0.11149779527084629 0.061954221323698794
office_4_00012 0 1 3 0.11149779527084629 0.17432725597930948
office_4_00012 0 1 4 0.11149779527084629 -0.14255598262607483
office_4_00013 0 1 2 0.11149779527084629 0.061954221323698794
office_4_00013 0 1 3 0.11149779527084629 0.17432725597930948
office_4_00013 0 1 4 0.11149779527084629 -0.14255598262607483
office_4_00014 0 1 2 0.11149779527084629 0.061954221323698794
office_4_00014 0 1 3 0.11149779527084629 0.17432725597930948
office_4_00014 0 1 4 0.11149779527084629 -0.14255598262607483
office_4_00015 0 1 2 0.11149779527084629 0.061954221323698794
office_4_00015 0 1 3 0.11149779527084629 0.17432725597930948
office_4_00015 0 1 4 0.11149779527084629 -0.14255598262607483
office_4_00020 0 1 2 0.08833900732166701 0.02576783276199872
office_4_00020 0 1 3 0.08833900732166701 0.11444285300571751
office_4_00020 0 1 4 0.08833900732166701 -0.17095829293122686
office_4_00021 0 1 2 0.08833900732166701 0.02576783276199872
office_4_00021 0 1 3 0.08833900732166701 0.11444285300571751
office_4_00021 0 1 4 0.08833900732166701 -0.17095829293122686
office_4_00022 0 1 2 0.08833900732166701 0.02576783276199872
office_4_00022 0 1 3 0.08833900732166701 0.11444285300571751
office_4_00022 0 1 4 0.08833900732166701 -0.17095829293122686
office_4_00023 0 1 2 0.08833900732166701 0.02576783276199872
office_4_00023 0 1 3 0.08833900732166701 0.11444285300571751
office_4_00023 0 1 4 0.08833900732166701 -0.17095829293122686
office_4_00024 0 1 2 0.08833900732166701 0.02576783276199872
office_4_00024 0 1 3 0.08833900732166701 0.11444285300571751
office_4_00024 0 1 4 0.08833900732166701 -0.17095829293122686
office_4_00025 0 1 2 0.08833900732166701 0.02576783276199872
office_4_00025 0 1 3 0.08833900732166701 0.11444285300571751
office_4_00025 0 1 4 0.08833900732166701 -0.17095829293122686
office_4_00030 0 1 2 0.10193863739782935 0.06991901579753206
office_4_00030 0 1 3 0.10193863739782935 0.12592793173032935
office_4_00030 0 1 4 0.10193863739782935 -0.17867277141914467
office_4_00031 0 1 2 0.10193863739782935 0.06991901579753206
office_4_00031 0 1 3 0.10193863739782935 0.12592793173032935
office_4_00031 0 1 4 0.10193863739782935 -0.17867277141914467
office_4_00032 0 1 2 0.10193863739782935 0.06991901579753206
office_4_00032 0 1 3 0.10193863739782935 0.12592793173032935
office_4_00032 0 1 4 0.10193863739782935 -0.17867277141914467
office_4_00033 0 1 2 0.10193863739782935 0.06991901579753206
office_4_00033 0 1 3 0.10193863739782935 0.12592793173032935
office_4_00033 0 1 4 0.10193863739782935 -0.17867277141914467
office_4_00034 0 1 2 0.10193863739782935 0.06991901579753206
office_4_00034 0 1 3 0.10193863739782935 0.12592793173032935
office_4_00034 0 1 4 0.10193863739782935 -0.17867277141914467
office_4_00035 0 1 2 0.10193863739782935 0.06991901579753206
office_4_00035 0 1 3 0.10193863739782935 0.12592793173032935
office_4_00035 0 1 4 0.10193863739782935 -0.17867277141914467
office_4_00040 0 1 2 0.1020516275686546 0.04315968370678476
office_4_00040 0 1 3 0.1020516275686546 0.1395512845479645
office_4_00040 0 1 4 0.1020516275686546 -0.16706483911727177
office_4_00041 0 1 2 0.1020516275686546 0.04315968370678476
office_4_00041 0 1 3 0.1020516275686546 0.1395512845479645
office_4_00041 0 1 4 0.1020516275686546 -0.16706483911727177
office_4_00042 0 1 2 0.1020516275686546 0.04315968370678476
office_4_00042 0 1 3 0.1020516275686546 0.1395512845479645
office_4_00042 0 1 4 0.1020516275686546 -0.16706483911727177
office_4_00043 0 1 2 0.1020516275686546 0.04315968370678476
office_4_00043 0 1 3 0.1020516275686546 0.1395512845479645
office_4_00043 0 1 4 0.1020516275686546 -0.16706483911727177
office_4_00044 0 1 2 0.1020516275686546 0.04315968370678476
office_4_00044 0 1 3 0.1020516275686546 0.1395512845479645
office_4_00044 0 1 4 0.1020516275686546 -0.16706483911727177
office_4_00045 0 1 2 0.1020516275686546 0.04315968370678476
office_4_00045 0 1 3 0.1020516275686546 0.1395512845479645
office_4_00045 0 1 4 0.1020516275686546 -0.16706483911727177
office_4_00050 0 1 2 0.08444618252589756 0.043996347613201786
office_4_00050 0 1 3 0.08444618252589756 0.15094616662255655
office_4_00050 0 1 4 0.08444618252589756 -0.14585169450623003
office_4_00051 0 1 2 0.08444618252589756 0.043996347613201786
office_4_00051 0 1 3 0.08444618252589756 0.15094616662255655
office_4_00051 0 1 4 0.08444618252589756 -0.14585169450623003
office_4_00052 0 1 2 0.08444618252589756 0.043996347613201786
office_4_00052 0 1 3 0.08444618252589756 0.15094616662255655
office_4_00052 0 1 4 0.08444618252589756 -0.14585169450623003
office_4_00053 0 1 2 0.08444618252589756 0.043996347613201786
office_4_00053 0 1 3 0.08444618252589756 0.15094616662255655
office_4_00053 0 1 4 0.08444618252589756 -0.14585169450623003
office_4_00054 0 1 2 0.08444618252589756 0.043996347613201786
office_4_00054 0 1 3 0.08444618252589756 0.15094616662255655
office_4_00054 0 1 4 0.08444618252589756 -0.14585169450623003
office_4_00055 0 1 2 0.08444618252589756 0.043996347613201786
office_4_00055 0 1 3 0.08444618252589756 0.15094616662255655
office_4_00055 0 1 4 0.08444618252589756 -0.14585169450623003
office_4_00060 0 1 2 0.05431506081739369 0.044703857293908286
office_4_00060 0 1 3 0.05431506081739369 0.13258525150133066
office_4_00060 0 1 4 0.05431506081739369 -0.07857218424169456
