room_0_00000 0 1 2 0.05002603682639713 0.02280622602210404
room_0_00000 0 1 3 0.05002603682639713 0.06173608839980066
room_0_00000 0 1 4 0.05002603682639713 -0.11220378765766706
room_0_00001 0 1 2 0.05002603682639713 0.02280622602210404
room_0_00001 0 1 3 0.05002603682639713 0.06173608839980066
room_0_00001 0 1 4 0.05002603682639713 -0.11220378765766706
room_0_00002 0 1 2 0.05002603682639713 0.02280622602210404
room_0_00002 0 1 3 0.05002603682639713 0.06173608839980066
room_0_00002 0 1 4 0.05002603682639713 -0.11220378765766706
room_0_00003 0 1 2 0.05002603682639713 0.02280622602210404
room_0_00003 0 1 3 0.05002603682639713 0.06173608839980066
room_0_00003 0 1 4 0.05002603682639713 -0.11220378765766706
room_0_00004 0 1 2 0.05002603682639713 0.02280622602210404
room_0_00004 0 1 3 0.05002603682639713 0.06173608839980066
room_0_00004 0 1 4 0.05002603682639713 -0.11220378765766706
room_0_00005 0 1 2 0.05002603682639713 0.02280622602210404
room_0_00005 0 1 3 0.05002603682639713 0.06173608839980066
room_0_00005 0 1 4 0.05002603682639713 -0.11220378765766706
room_0_00010 0 1 2 0.09390589557346907 0.03307467915275049
room_0_00010 0 1 3 0.09390589557346907 0.10968277938404138
room_0_00010 0 1 4 0.09390589557346907 -0.12158521815917853
room_0_00011 0 1 2 0.09390589557346907 0.03307467915275049
room_0_00011 0 1 3 0.09390589557346907 0.10968277938404138
room_0_00011 0 1 4 0.09390589557346907 -0.12158521815917853
room_0_00012 0 1 2 0.09390589557346907 0.03307467915275049
room_0_00012 0 1 3 0.09390589557346907 0.10968277938404138
room_0_00012 0 1 4 0.09390589557346907 -0.12158521815917853
room_0_00013 0 1 2 0.09390589557346907 0.03307467915275049
room_0_00013 0 1 3 0.09390589557346907 0.10968277938404138
room_0_00013 0 1 4 0.09390589557346907 -0.12158521815917853
room_0_00014 0 1 2 0.09390589557346907 0.03307467915275049
room_0_00014 0 1 3 0.09390589557346907 0.10968277938404138
room_0_00014 0 1 4 0.09390589557346907 -0.12158521815917853
room_0_00015 0 1 2 0.09390589557346907 0.03307467915275049
room_0_00015 0 1 3 0.09390589557346907 0.10968277938404138
room_0_00015 0 1 4 0.09390589557346907 -0.12158521815917853
room_0_00020 0 1 2 0.0392286530551796 0.023490163105345574
room_0_00020 0 1 3 0.0392286530551796 0.11678393919338521
room_0_00020 0 1 4 0.0392286530551796 -0.04544212408882872
room_0_00021 0 1 2 0.0392286530551796 0.023490163105345574
room_0_00021 0 1 3 0.0392286530551796 0.11678393919338521
room_0_00021 0 1 4 0.0392286530551796 -0.04544212408882872
room_0_00022 0 1 2 0.0392286530551796 0.023490163105345574
room_0_00022 0 1 3 0.0392286530551796 0.11678393919338521
room_0_00022 0 1 4 0.0392286530551796 -0.04544212408882872
room_0_00023 0 1 2 0.0392286530551796 0.023490163105345574
room_0_00023 0 1 3 0.0392286530551796 0.11678393919338521
room_0_00023 0 1 4 0.0392286530551796 -0.04544212408882872
