room_2_00000 0 1 2 0.07893940311631571 0.056060397473342974
room_2_00000 0 1 3 0.07893940311631571 0.09566747613073308
room_2_00000 0 1 4 0.07893940311631571 -0.10171730980336192
room_2_00001 0 1 2 0.07893940311631571 0.056060397473342974
room_2_00001 0 1 3 0.07893940311631571 0.09566747613073308
room_2_00001 0 1 4 0.07893940311631571 -0.10171730980336192
room_2_00002 0 1 2 0.07893940311631571 0.056060397473342974
room_2_00002 0 1 3 0.07893940311631571 0.09566747613073308
room_2_00002 0 1 4 0.07893940311631571 -0.10171730980336192
room_2_00003 0 1 2 0.07893940311631571 0.056060397473342974
room_2_00003 0 1 3 0.07893940311631571 0.09566747613073308
room_2_00003 0 1 4 0.07893940311631571 -0.10171730980336192
room_2_00004 0 1 2 0.07893940311631571 0.056060397473342974
room_2_00004 0 1 3 0.07893940311631571 0.09566747613073308
room_2_00004 0 1 4 0.07893940311631571 -0.10171730980336192
room_2_00005 0 1 2 0.07893940311631571 0.056060397473342974
room_2_00005 0 1 3 0.07893940311631571 0.09566747613073308
room_2_00005 0 1 4 0.07893940311631571 -0.10171730980336192
room_2_00010 0 1 2 0.11467760716198552 0.049761782807813
room_2_00010 0 1 3 0.11467760716198552 0.130304100082478
room_2_00010 0 1 4 0.11467760716198552 -0.12762108195720878
room_2_00011 0 1 2 0.11467760716198552 0.049761782807813
room_2_00011 0 1 3 0.11467760716198552 0.130304100082478
room_2_00011 0 1 4 0.11467760716198552 -0.12762108195720878
room_2_00012 0 1 2 0.11467760716198552 0.049761782807813
room_2_00012 0 1 3 0.11467760716198552 0.130304100082478
room_2_00012 0 1 4 0.11467760716198552 -0.12762108195720878
room_2_00013 0 1 2 0.11467760716198552 0.049761782807813
room_2_00013 0 1 3 0.11467760716198552 0.130304100082478
room_2_00013 0 1 4 0.11467760716198552 -0.12762108195720878
room_2_00014 0 1 2 0.11467760716198552 0.049761782807813
room_2_00014 0 1 3 0.11467760716198552 0.130304100082478
room_2_00014 0 1 4 0.11467760716198552 -0.12762108195720878
room_2_00015 0 1 2 0.11467760716198552 0.049761782807813
room_2_00015 0 1 3 0.11467760716198552 0.130304100082478
room_2_00015 0 1 4 0.11467760716198552 -0.12762108195720878
room_2_00020 0 1 2 0.06386268497520728 0.05887578381970561
room_2_00020 0 1 3 0.06386268497520728 0.08741254448951294
room_2_00020 0 1 4 0.06386268497520728 -0.11078407941900728
room_2_00021 0 1 2 0.06386268497520728 0.05887578381970561
room_2_00021 0 1 3 0.06386268497520728 0.08741254448951294
room_2_00021 0 1 4 0.06386268497520728 -0.11078407941900728
room_2_00022 0 1 2 0.06386268497520728 0.05887578381970561
room_2_00022 0 1 3 0.06386268497520728 0.08741254448951294
room_2_00022 0 1 4 0.06386268497520728 -0.11078407941900728
room_2_00023 0 1 2 0.06386268497520728 0.05887578381970561
room_2_00023 0 1 3 0.06386268497520728 0.08741254448951294
room_2_00023 0 1 4 0.06386268497520728 -0.11078407941900728
room_2_00024 0 1 2 0.06386268497520728 0.05887578381970561
room_2_00024 0 1 3 0.06386268497520728 0.08741254448951294
room_2_00024 0 1 4 0.06386268497520728 -0.11078407941900728
room_2_00025 0 1 2 0.06386268497520728 0.05887578381970561
room_2_00025 0 1 3 0.06386268497520728 0.08741254448951294
room_2_00025 0 1 4 0.06386268497520728 -0.11078407941900728
room_2_00030 0 1 2 0.09733456368933684 0.040357181117892785
room_2_00030 0 1 3 0.09733456368933684 0.12157854980845914
room_2_00030 0 1 4 0.09733456368933684 -0.17277281964884028
room_2_00031 0 1 2 0.09733456368933684 0.040357181117892785
room_2_00031 0 1 3 0.09733456368933684 0.12157854980845914
room_2_00031 0 1 4 0.09733456368933684 -0.17277281964884028
room_2_00032 0 1 2 0.09733456368933684 0.040357181117892785
room_2_00032 0 1 3 0.09733456368933684 0.12157854980845914
room_2_00032 0 1 4 0.09733456368933684 -0.17277281964884028
room_2_00033 0 1 2 0.09733456368933684 0.040357181117892785
room_2_00033 0 1 3 0.09733456368933684 0.12157854980845914
room_2_00033 0 1 4 0.09733456368933684 -0.17277281964884028
room_2_00034 0 1 2 0.09733456368933684 0.040357181117892785
room_2_00034 0 1 3 0.09733456368933684 0.12157854980845914
room_2_00034 0 1 4 0.09733456368933684 -0.17277281964884028
room_2_00035 0 1 2 0.09733456368933684 0.040357181117892785
room_2_00035 0 1 3 0.09733456368933684 0.12157854980845914
room_2_00035 0 1 4 0.09733456368933684 -0.17277281964884028
room_2_00040 0 1 2 0.05099489998745587 0.04505084469492355
room_2_00040 0 1 3 0.05099489998745587 0.07750760152248737
room_2_00040 0 1 4 0.05099489998745587 -0.05634247794749523
room_2_00041 0 1 2 0.05099489998745587 0.04505084469492355
room_2_00041 0 1 3 0.05099489998745587 0.07750760152248737
room_2_00041 0 1 4 0.05099489998745587 -0.05634247794749523
room_2_00042 0 1 2 0.05099489998745587 0.04505084469492355
room_2_00042 0 1 3 0.05099489998745587 0.07750760152248737
room_2_00042 0 1 4 0.05099489998745587 -0.05634247794749523
room_2_00043 0 1 2 0.05099489998745587 0.04505084469492355
room_2_00043 0 1 3 0.05099489998745587 0.07750760152248737
room_2_00043 0 1 4 0.05099489998745587 -0.05634247794749523
room_2_00044 0 1 2 0.05099489998745587 0.04505084469492355
room_2_00044 0 1 3 0.05099489998745587 0.07750760152248737
room_2_00044 0 1 4 0.05099489998745587 -0.05634247794749523
room_2_00045 0 1 2 0.05099489998745587 0.04505084469492355
room_2_00045 0 1 3 0.05099489998745587 0.07750760152248737
room_2_00045 0 1 4 0.05099489998745587 -0.05634247794749523
room_2_00050 0 1 2 0.055016369568088294 0.03958677865550904
room_2_00050 0 1 3 0.055016369568088294 0.09362813744720445
